id,user,text,rating,created_at
5752,user076,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 👍,1,13.02.2026
5753,user044,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,4,2026-05-27T18:36:00
5754,user015,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다,5,
5755,user108,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 🔥,1,2026-01-18
5756,user092,색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,5,2026/05/07 19:12
5757,user032,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥 http://bit.ly/abc123,5,15.03.2026
5758,user091,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 🙏,1,2026-06-22T07:11:00
5759,user100,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 👍,5,
5760,user011,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 🔥,4,2026-06-24
5761,user113,생각보다 너무 작고 부실해요 🙏 https://example.com/event,1,2026/03/28 03:34
5762,user056,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 😍 http://bit.ly/abc123,5,26.06.2026
5763,user012,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 🙏 https://example.com/event,4,2026-02-11T08:19:00
5764,user103,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 🙏,3,
5765,user076,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 ㅠㅠ,4,2026-01-11
5766,user054,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 🔥,2,2026/03/08 17:57
5767,user050,한 번 쓰고 고장났습니다 환불 원해요 https://example.com/event,1,13.06.2026
5768,user099,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요,2,2026-03-16T18:37:00
5769,user036,색감이 사진이랑 똑같아서 만족합니다,5,
5770,user103,재구매 의사 100% 강추합니다 👍 http://bit.ly/abc123,,2026-05-14
5771,user054,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 🙏,4,2026/04/06 06:54
5772,user001,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 🔥,3,15.01.2026
5773,user056,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다,5,2026-01-07T10:41:00
5774,user026,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로,2,
5775,user107,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 🔥,,2026-06-13
5776,user098,색감이 사진이랑 똑같아서 만족합니다 🔥,4,2026/01/11 12:18
5777,user044,배송이 일주일이나 걸렸습니다 별로 😍,2,22.02.2026
5778,user015,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 😡 http://bit.ly/abc123,1,2026-03-05T22:55:00
5779,user009,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,
5780,user098,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 😍,1,2026-05-23
5781,user104,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 🔥 http://bit.ly/abc123,4,2026/06/03 04:51
5782,user110,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 👍,1,03.06.2026
5783,user115,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 🔥 http://bit.ly/abc123,2,2026-04-24T12:59:00
5784,user107,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 🔥,2,
5785,user016,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 🔥 https://example.com/event,1,2026-06-15
5786,user024,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다,4,2026/03/06 04:14
5787,user028,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 😡 https://example.com/event,3,24.06.2026
5788,user009,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 🙏,2,2026-01-11T04:39:00
5789,user055,배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,4,
5790,user107,고객센터 연결도 안 되고 최악이에요 https://example.com/event,1,2026-06-28
5791,user106,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ https://example.com/event,,2026/03/06 20:59
5792,user091,재구매 의사 100% 강추합니다 😡,5,03.03.2026
5793,user099,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 🙏,2,2026-06-25T16:14:00
5794,user035,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 🔥,1,
5795,user102,아직 잘 모르겠어요 더 써봐야 할 듯 😡 http://bit.ly/abc123,3,2026-04-11
5796,user098,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,1,2026/01/06 20:49
5797,user088,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 🙏 http://bit.ly/abc123,4,03.01.2026
5798,user021,사진과 색이 완전히 달라서 실망했어요,2,2026-02-21T22:17:00
5799,user068,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요 🙏 http://bit.ly/abc123,2,
5800,user023,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요 🔥,2,2026-01-21
5801,user062,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,4,2026/01/08 06:50
5802,user037,사진과 색이 완전히 달라서 실망했어요 😍 https://example.com/event,1,13.06.2026
5803,user082,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ http://bit.ly/abc123,5,2026-02-11T23:36:00
5804,user057,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 https://example.com/event,2,
5805,user079,재구매 의사 100% 강추합니다,5,2026-06-07
5806,user028,배송이 일주일이나 걸렸습니다 별로 🙏 http://bit.ly/abc123,1,2026/05/04 19:05
5807,user073,고객센터 연결도 안 되고 최악이에요 😍,1,17.01.2026
5808,user065,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 https://example.com/event,3,2026-03-18T20:20:00
5809,user012,포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,4,
5810,user120,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026-06-25
5811,user116,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/03/09 11:26
5812,user044,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 ㅠㅠ,3,21.02.2026
5813,user043,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,4,2026-01-03T04:41:00
5814,user007,배송이 정말 빨라서 깜짝 놀랐어요,5,
5815,user006,[광고] 지금 구매하면 사은품 증정! 냄새가 너무 심해서 못 쓰겠어요 😍,1,2026-02-23
5816,user118,색감이 사진이랑 똑같아서 만족합니다 🙏,5,2026/06/13 16:12
5817,user088,배송이 일주일이나 걸렸습니다 별로 😡 https://example.com/event,1,22.01.2026
5818,user110,가격대비 그럭저럭이에요 🙏,3,2026-03-19T21:26:00
5819,user028,사이즈도 딱 맞고 마감이 깔끔해요,5,
5820,user050,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 👍 https://example.com/event,4,2026-04-19
5821,user081,색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,,2026/01/09 16:11
5822,user111,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 🙏,,12.03.2026
5823,user106,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 🔥,5,2026-05-10T11:00:00
5824,user020,재구매 의사 100% 강추합니다 😡,4,
5825,user068,배송이 일주일이나 걸렸습니다 별로 😡 https://example.com/event,1,2026-01-04
5826,user094,사진과 색이 완전히 달라서 실망했어요 🔥 http://bit.ly/abc123,1,2026/02/02 10:11
5827,user101,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 ㅠㅠ,2,21.02.2026
5828,user085,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 😍,,2026-06-28T11:03:00
5829,user030,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 🙏,5,
5830,user045,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 🔥,1,2026-05-01
5831,user006,구매처: http://shop.example.com 방문하세요 무난합니다 그냥 평타 🙏,3,2026/03/04 09:31
5832,user098,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 🙏 https://example.com/event,3,28.03.2026
5833,user099,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요,1,2026-05-02T20:04:00
5834,user109,재구매 의사 100% 강추합니다 http://bit.ly/abc123,5,
5835,user041,재구매 의사 100% 강추합니다 http://bit.ly/abc123,5,2026-06-26
5836,user108,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 🙏 https://example.com/event,2,2026/04/09 03:27
5837,user106,색감이 사진이랑 똑같아서 만족합니다 😡 https://example.com/event,5,07.04.2026
5838,user052,포장도 꼼꼼하고 품질이 기대 이상이에요,4,2026-05-12T18:51:00
5839,user064,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🙏,5,
5840,user002,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026-01-28
5841,user099,재구매 의사 100% 강추합니다 http://bit.ly/abc123,4,2026/01/09 02:03
5842,user060,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,4,23.03.2026
5843,user112,가격대비 그럭저럭이에요 😡,3,2026-03-05T06:49:00
5844,user069,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ http://bit.ly/abc123,1,
5845,user101,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 😍 https://example.com/event,5,2026-03-15
5846,user040,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 🔥 http://bit.ly/abc123,5,2026/06/15 01:11
5847,user078,배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ https://example.com/event,5,05.06.2026
5848,user093,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 😍,2,2026-05-21T14:01:00
5849,user075,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ http://bit.ly/abc123,1,
5850,user042,사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026-04-23
5851,user026,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요,5,2026/04/23 04:42
5852,user087,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,5,26.03.2026
5853,user063,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,5,2026-06-20T05:25:00
5854,user111,무난합니다 그냥 평타,3,
5855,user002,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 😍,4,2026-04-21
5856,user079,배송이 일주일이나 걸렸습니다 별로 🔥 http://bit.ly/abc123,2,2026/02/05 05:10
5857,user041,재구매 의사 100% 강추합니다,4,27.05.2026
5858,user019,무난합니다 그냥 평타 😍,3,2026-02-10T08:08:00
5859,user083,색감이 사진이랑 똑같아서 만족합니다 👍,4,
5860,user025,고객센터 연결도 안 되고 최악이에요 😍,2,2026-02-06
5861,user091,색감이 사진이랑 똑같아서 만족합니다 🙏,,2026/01/25 16:25
5862,user089,배송이 정말 빨라서 깜짝 놀랐어요 👍 https://example.com/event,4,23.03.2026
5863,user017,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥 http://bit.ly/abc123,5,2026-02-16T00:45:00
5864,user085,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,5,
5865,user047,배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ,4,2026-06-02
5866,user114,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 😍,2,2026/01/13 21:00
5867,user056,[광고] 지금 구매하면 사은품 증정! 냄새가 너무 심해서 못 쓰겠어요 🙏 https://example.com/event,1,22.06.2026
5868,user094,냄새가 너무 심해서 못 쓰겠어요 🙏 https://example.com/event,2,2026-06-24T10:29:00
5869,user099,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 👍,1,
5870,user094,고객센터 연결도 안 되고 최악이에요 http://bit.ly/abc123,2,2026-03-22
5871,user116,냄새가 너무 심해서 못 쓰겠어요,1,2026/01/15 19:40
5872,user085,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥,4,25.02.2026
5873,user109,색감이 사진이랑 똑같아서 만족합니다 😍,4,2026-06-23T00:04:00
5874,user038,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡 https://example.com/event,5,
5875,user078,색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,5,2026-05-26
5876,user063,가격대비 그럭저럭이에요 https://example.com/event,3,2026/05/27 23:45
5877,user029,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ,1,22.06.2026
5878,user115,무난합니다 그냥 평타 👍,3,2026-05-16T03:49:00
5879,user030,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 👍,4,
5880,user014,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 👍 https://example.com/event,1,2026-02-23
5881,user090,생각보다 너무 작고 부실해요,2,2026/03/19 18:29
5882,user080,사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,4,05.05.2026
5883,user013,가격대비 그럭저럭이에요 😡,3,2026-06-02T13:11:00
5884,user099,색감이 사진이랑 똑같아서 만족합니다 😡,5,
5885,user084,배송이 정말 빨라서 깜짝 놀랐어요 😡 https://example.com/event,,2026-04-23
5886,user011,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요,2,2026/01/04 10:16
5887,user095,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 🔥 https://example.com/event,1,17.01.2026
5888,user003,배송이 일주일이나 걸렸습니다 별로 ㅠㅠ,2,2026-02-06T20:46:00
5889,user045,가성비 최고입니다 또 살게요 🔥,5,
5890,user029,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타,3,2026-03-03
5891,user102,가성비 최고입니다 또 살게요 🙏 https://example.com/event,4,2026/05/15 04:29
5892,user119,배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,13.03.2026
5893,user089,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 😡,2,2026-06-18T13:50:00
5894,user052,[광고] 지금 구매하면 사은품 증정! 냄새가 너무 심해서 못 쓰겠어요 😡 http://bit.ly/abc123,2,
5895,user097,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 😡,5,2026-05-01
5896,user113,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 🙏 https://example.com/event,4,2026/01/27 16:53
5897,user010,가격대비 그럭저럭이에요 👍 https://example.com/event,3,18.05.2026
5898,user012,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 🔥,1,2026-05-07T07:39:00
5899,user089,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ http://bit.ly/abc123,2,
5900,user038,색감이 사진이랑 똑같아서 만족합니다 🙏,4,2026-03-26
5901,user119,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 🙏 http://bit.ly/abc123,,2026/04/18 12:28
5902,user061,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 https://example.com/event,2,20.04.2026
5903,user078,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 😍 http://bit.ly/abc123,5,2026-02-01T17:31:00
5904,user010,한 번 쓰고 고장났습니다 환불 원해요,1,
5905,user023,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡 https://example.com/event,4,2026-04-06
5906,user017,사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026/05/28 09:18
5907,user093,사이즈도 딱 맞고 마감이 깔끔해요 😍,4,28.01.2026
5908,user006,[광고] 지금 구매하면 사은품 증정! 무난합니다 그냥 평타 http://bit.ly/abc123,3,2026-05-03T17:10:00
5909,user051,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 ㅠㅠ https://example.com/event,1,
5910,user077,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 👍,1,2026-06-09
5911,user114,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 👍 https://example.com/event,2,2026/06/18 08:33
5912,user110,사이즈도 딱 맞고 마감이 깔끔해요 😡 https://example.com/event,4,18.01.2026
5913,user045,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 ㅠㅠ,4,2026-02-26T16:21:00
5914,user097,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 🔥 https://example.com/event,5,
5915,user013,무난합니다 그냥 평타 ㅠㅠ,3,2026-01-27
5916,user114,가격대비 그럭저럭이에요 🙏,3,2026/03/16 23:42
5917,user092,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 🔥,1,22.01.2026
5918,user073,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ http://bit.ly/abc123,1,2026-03-11T20:00:00
5919,user033,배송이 정말 빨라서 깜짝 놀랐어요 🔥,5,
5920,user002,색감이 사진이랑 똑같아서 만족합니다 🙏,5,2026-04-11
5921,user080,배송이 정말 빨라서 깜짝 놀랐어요 😍 https://example.com/event,5,2026/03/01 19:44
5922,user093,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 🙏,2,16.01.2026
5923,user004,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ http://bit.ly/abc123,2,2026-06-23T05:38:00
5924,user042,재구매 의사 100% 강추합니다 🔥,5,
5925,user108,사이즈도 딱 맞고 마감이 깔끔해요 😍,5,2026-03-23
5926,user099,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로,1,2026/03/17 20:25
5927,user051,재구매 의사 100% 강추합니다 http://bit.ly/abc123,4,16.01.2026
5928,user078,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,2026-02-03T14:10:00
5929,user119,배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ http://bit.ly/abc123,4,
5930,user069,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 😡 http://bit.ly/abc123,1,2026-06-20
5931,user062,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,5,2026/05/17 02:27
5932,user074,냄새가 너무 심해서 못 쓰겠어요 😡 http://bit.ly/abc123,1,25.05.2026
5933,user011,사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026-04-21T14:32:00
5934,user060,사진과 색이 완전히 달라서 실망했어요 ㅠㅠ https://example.com/event,2,
5935,user048,사진과 색이 완전히 달라서 실망했어요 👍 http://bit.ly/abc123,2,2026-04-10
5936,user010,아직 잘 모르겠어요 더 써봐야 할 듯 🔥 http://bit.ly/abc123,3,2026/06/27 10:27
5937,user050,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 http://bit.ly/abc123,5,13.02.2026
5938,user104,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,1,2026-05-05T00:02:00
5939,user099,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 https://example.com/event,2,
5940,user111,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,5,2026-02-08
5941,user012,재구매 의사 100% 강추합니다 👍,4,2026/03/19 07:41
5942,user081,포장도 꼼꼼하고 품질이 기대 이상이에요 😍,5,24.02.2026
5943,user058,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 👍 http://bit.ly/abc123,2,2026-06-25T02:02:00
5944,user027,생각보다 너무 작고 부실해요,,
5945,user106,배송이 정말 빨라서 깜짝 놀랐어요,5,2026-04-26
5946,user100,고객센터 연결도 안 되고 최악이에요 😍 https://example.com/event,1,2026/04/12 00:09
5947,user011,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 😍 http://bit.ly/abc123,3,05.02.2026
5948,user115,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 🙏 http://bit.ly/abc123,5,2026-02-16T02:37:00
5949,user078,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 😡,5,
5950,user097,사이즈도 딱 맞고 마감이 깔끔해요,4,2026-03-10
5951,user002,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 https://example.com/event,2,2026/04/18 06:06
5952,user029,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타 http://bit.ly/abc123,3,20.03.2026
5953,user014,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다,5,2026-03-04T12:17:00
5954,user072,고객센터 연결도 안 되고 최악이에요 😡,2,
5955,user068,가성비 최고입니다 또 살게요 😡,4,2026-03-23
5956,user003,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 🔥 http://bit.ly/abc123,1,2026/01/05 02:42
5957,user114,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 🔥,1,19.03.2026
5958,user094,무난합니다 그냥 평타 😡 http://bit.ly/abc123,3,2026-04-02T10:50:00
5959,user034,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,
5960,user010,사이즈도 딱 맞고 마감이 깔끔해요 🙏,4,2026-02-27
5961,user001,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 😍,4,2026/01/10 13:34
5962,user068,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다,5,18.03.2026
5963,user019,포장도 꼼꼼하고 품질이 기대 이상이에요 😡,5,2026-02-06T19:03:00
5964,user059,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 ㅠㅠ http://bit.ly/abc123,3,
5965,user107,가성비 최고입니다 또 살게요 👍 https://example.com/event,4,2026-01-15
5966,user100,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 👍 http://bit.ly/abc123,5,2026/06/07 17:40
5967,user047,가격대비 그럭저럭이에요 🔥,3,05.06.2026
5968,user058,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 👍,4,2026-04-05T14:56:00
5969,user108,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 👍,5,
5970,user112,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 😍 http://bit.ly/abc123,5,2026-02-10
5971,user053,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요,4,2026/03/14 15:23
5972,user095,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타,3,03.03.2026
5973,user105,생각보다 너무 작고 부실해요 🙏,1,2026-01-23T00:17:00
5974,user007,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 🔥,1,
5975,user119,사이즈도 딱 맞고 마감이 깔끔해요,5,2026-04-13
5976,user024,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,2,2026/04/15 12:33
5977,user019,포장도 꼼꼼하고 품질이 기대 이상이에요 😡 http://bit.ly/abc123,5,06.05.2026
5978,user106,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 🔥,4,2026-04-10T19:17:00
5979,user115,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 😡 https://example.com/event,4,
5980,user094,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 ㅠㅠ,2,2026-06-08
5981,user007,색감이 사진이랑 똑같아서 만족합니다 👍,5,2026/03/19 07:33
5982,user044,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 👍,5,12.06.2026
5983,user112,배송이 일주일이나 걸렸습니다 별로 🙏 https://example.com/event,2,2026-06-14T10:34:00
5984,user081,가성비 최고입니다 또 살게요 🔥 http://bit.ly/abc123,5,
5985,user082,아직 잘 모르겠어요 더 써봐야 할 듯 🙏,3,2026-02-23
5986,user068,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 ㅠㅠ,1,2026/06/07 13:34
5987,user011,배송이 정말 빨라서 깜짝 놀랐어요 🔥,4,23.01.2026
5988,user016,배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ,4,2026-05-17T12:50:00
5989,user004,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 🔥,1,
5990,user065,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로,2,2026-02-21
5991,user082,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 https://example.com/event,,2026/01/25 03:25
5992,user043,한 번 쓰고 고장났습니다 환불 원해요 http://bit.ly/abc123,2,28.02.2026
5993,user094,배송이 일주일이나 걸렸습니다 별로 ㅠㅠ https://example.com/event,1,2026-01-23T04:42:00
5994,user058,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 🙏,4,
5995,user073,[광고] 지금 구매하면 사은품 증정! 무난합니다 그냥 평타 👍 http://bit.ly/abc123,3,2026-06-02
5996,user083,배송이 일주일이나 걸렸습니다 별로 😍,1,2026/06/09 12:13
5997,user084,생각보다 너무 작고 부실해요 😡 https://example.com/event,1,19.01.2026
5998,user047,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 🔥 http://bit.ly/abc123,2,2026-05-07T03:35:00
5999,user120,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ https://example.com/event,,
6000,user001,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,4,2026-04-28
6001,user035,한 번 쓰고 고장났습니다 환불 원해요 😡,1,2026/02/14 17:44
6002,user084,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 👍,5,25.01.2026
6003,user067,배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ http://bit.ly/abc123,5,2026-03-11T17:19:00
6004,user017,가성비 최고입니다 또 살게요 🙏 https://example.com/event,4,
6005,user097,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 😍 https://example.com/event,1,2026-06-24
